,it,dataset,treated_groups,lift_size,reference_value,model,true_ate,estimated_ate,estimated_std,ci,estimated_lower_bound,estimated_upper_bound,simulation_date
633,5.0,nifty50_stock_market,BAJAJAUTO_HINDALCO_SUNPHARMA_HDFC_ULTRACEMCO_GAIL_GRASIM_HEROMOTOCO_TECHM_BHARTIARTL_BAJFINANCE_SHREECEM_COALINDIA_POWERGRID_HINDUNILVR_RELIANCE_MARUTI,0.2253408771555074,79855.68897185352,DoWhyEstimator,14685.506159353528,12801.68897185353,2574.777862801261,0.9,5528.829818029086,13856.451922211274,2024-08-01
634,5.0,nifty50_stock_market,BAJAJAUTO_HINDALCO_SUNPHARMA_HDFC_ULTRACEMCO_GAIL_GRASIM_HEROMOTOCO_TECHM_BHARTIARTL_BAJFINANCE_SHREECEM_COALINDIA_POWERGRID_HINDUNILVR_RELIANCE_MARUTI,0.2253408771555074,79855.68897185352,SyntheticControlEstimator,14685.506159353528,63005.78038496137,94.06012705934764,0.9,62856.23205858114,63163.90855563143,2024-08-01
635,5.0,nifty50_stock_market,BAJAJAUTO_HINDALCO_SUNPHARMA_HDFC_ULTRACEMCO_GAIL_GRASIM_HEROMOTOCO_TECHM_BHARTIARTL_BAJFINANCE_SHREECEM_COALINDIA_POWERGRID_HINDUNILVR_RELIANCE_MARUTI,0.2253408771555074,79855.68897185352,DifferenceInDifferencesEstimator,14685.506159353528,14240.019398097687,1349.2017355754283,0.9,11999.44863416269,16470.396434665472,2024-08-01
636,6.0,nifty50_stock_market,MM_BAJAJFINSV_AXISBANK_ZEEL_BHARTIARTL_RELIANCE_POWERGRID_SUNPHARMA_ITC_BRITANNIA,0.518174437346802,28246.57003297524,SLearner,9640.95440797524,9502.63069817386,135.05312496131245,0.9,9171.482602440745,9658.122447392638,2024-08-01
637,6.0,nifty50_stock_market,MM_BAJAJFINSV_AXISBANK_ZEEL_BHARTIARTL_RELIANCE_POWERGRID_SUNPHARMA_ITC_BRITANNIA,0.518174437346802,28246.57003297524,TLearner,9640.95440797524,9495.343167909075,151.63703575805448,0.9,9235.533027004736,9748.543197304078,2024-08-01
638,6.0,nifty50_stock_market,MM_BAJAJFINSV_AXISBANK_ZEEL_BHARTIARTL_RELIANCE_POWERGRID_SUNPHARMA_ITC_BRITANNIA,0.518174437346802,28246.57003297524,DoublyRobustEstimator,9640.95440797524,9493.018562387006,120.09219074332076,0.9,9218.240858496474,9598.06963525482,2024-08-01
639,6.0,nifty50_stock_market,MM_BAJAJFINSV_AXISBANK_ZEEL_BHARTIARTL_RELIANCE_POWERGRID_SUNPHARMA_ITC_BRITANNIA,0.518174437346802,28246.57003297524,DoWhyEstimator,9640.95440797524,9515.470032975243,551.6465270371482,0.9,9209.517820876108,10950.336786807104,2024-08-01
640,6.0,nifty50_stock_market,MM_BAJAJFINSV_AXISBANK_ZEEL_BHARTIARTL_RELIANCE_POWERGRID_SUNPHARMA_ITC_BRITANNIA,0.518174437346802,28246.57003297524,SyntheticControlEstimator,9640.95440797524,8765.333903523322,13.872656330280392,0.9,8742.49903894034,8788.297012304505,2024-08-01
641,6.0,nifty50_stock_market,MM_BAJAJFINSV_AXISBANK_ZEEL_BHARTIARTL_RELIANCE_POWERGRID_SUNPHARMA_ITC_BRITANNIA,0.518174437346802,28246.57003297524,DifferenceInDifferencesEstimator,9640.95440797524,9304.0618467285,283.78533616596764,0.9,8823.134481717227,9764.338504342448,2024-08-01
642,7.0,nifty50_stock_market,ZEEL_HEROMOTOCO_MM_HINDUNILVR_TATAMOTORS_POWERGRID_COALINDIA_AXISBANK_KOTAKBANK_BAJAJAUTO_TATASTEEL_SUNPHARMA_INFY_SHREECEM_VEDL,0.7200043272437636,77459.5483127931,SLearner,32425.04050029309,33875.28527607987,412.3933057278703,0.9,32970.65483254788,34321.95332826364,2024-08-01
643,7.0,nifty50_stock_market,ZEEL_HEROMOTOCO_MM_HINDUNILVR_TATAMOTORS_POWERGRID_COALINDIA_AXISBANK_KOTAKBANK_BAJAJAUTO_TATASTEEL_SUNPHARMA_INFY_SHREECEM_VEDL,0.7200043272437636,77459.5483127931,TLearner,32425.04050029309,33915.234385597454,600.9971850166658,0.9,32912.513205565585,34879.17841184904,2024-08-01
644,7.0,nifty50_stock_market,ZEEL_HEROMOTOCO_MM_HINDUNILVR_TATAMOTORS_POWERGRID_COALINDIA_AXISBANK_KOTAKBANK_BAJAJAUTO_TATASTEEL_SUNPHARMA_INFY_SHREECEM_VEDL,0.7200043272437636,77459.5483127931,DoublyRobustEstimator,32425.04050029309,33885.03801867543,398.1634565486613,0.9,32882.97972009575,34174.80752397676,2024-08-01
645,7.0,nifty50_stock_market,ZEEL_HEROMOTOCO_MM_HINDUNILVR_TATAMOTORS_POWERGRID_COALINDIA_AXISBANK_KOTAKBANK_BAJAJAUTO_TATASTEEL_SUNPHARMA_INFY_SHREECEM_VEDL,0.7200043272437636,77459.5483127931,DoWhyEstimator,32425.04050029309,32822.59831279308,2167.999673085683,0.9,27421.24759354575,34235.75526618751,2024-08-01
646,7.0,nifty50_stock_market,ZEEL_HEROMOTOCO_MM_HINDUNILVR_TATAMOTORS_POWERGRID_COALINDIA_AXISBANK_KOTAKBANK_BAJAJAUTO_TATASTEEL_SUNPHARMA_INFY_SHREECEM_VEDL,0.7200043272437636,77459.5483127931,SyntheticControlEstimator,32425.04050029309,60609.52060373187,70.60530396276377,0.9,60497.98019024879,60728.40388559758,2024-08-01
647,7.0,nifty50_stock_market,ZEEL_HEROMOTOCO_MM_HINDUNILVR_TATAMOTORS_POWERGRID_COALINDIA_AXISBANK_KOTAKBANK_BAJAJAUTO_TATASTEEL_SUNPHARMA_INFY_SHREECEM_VEDL,0.7200043272437636,77459.5483127931,DifferenceInDifferencesEstimator,32425.04050029309,33126.629168170846,992.2959004005172,0.9,31531.697387741875,34764.9039732992,2024-08-01
648,8.0,nifty50_stock_market,KOTAKBANK_HDFCBANK_INDUSINDBK_BAJAJFINSV_SHREECEM_BAJFINANCE_NTPC_ICICIBANK_GAIL_HEROMOTOCO_VEDL_WIPRO_TATASTEEL_ZEEL_ONGC_ASIANPAINT,0.1908463505460369,66640.4800057614,SLearner,10679.8768807614,11907.69307309446,543.2051492132861,0.9,10142.685406111064,11889.980243993255,2024-08-01
649,8.0,nifty50_stock_market,KOTAKBANK_HDFCBANK_INDUSINDBK_BAJAJFINSV_SHREECEM_BAJFINANCE_NTPC_ICICIBANK_GAIL_HEROMOTOCO_VEDL_WIPRO_TATASTEEL_ZEEL_ONGC_ASIANPAINT,0.1908463505460369,66640.4800057614,TLearner,10679.8768807614,11914.662818383524,639.4976380931515,0.9,11025.083859724153,13007.608843337875,2024-08-01
